Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks,Sh_blocked,Pass_blocked,Int,Tkl+Int,Clr,Err,Cmp,Att,Cmp%,TotDist,PrgDist,short_Cmp,short_Att,short_Cmp%,medium_Cmp,medium_Att,medium_Cmp%,long_Cmp,long_Att,long_Cmp%,Ast,xAG,xA_x,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,MP,Starts,Min,GA,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%_Pen,games,time,goals,xG,assists,xA_y,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,market_value_in_eur_y
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25,1999,26.9,0.06909799477619159,0.04836859634333412,0.03316703749257197,0.029021157806000474,0.006909799477619161,0.03316703749257197,0.07738975414933459,42.9,0.044222716656762626,0.035930957283619634,0.008291759373142993,0.027639197910476643,0.035930957283619634,0.10502895205981123,0.04698663644781029,0.005527839582095327,1.8145133428227915,2.048064565166319,88.6,32.19413772612319,8.949572283412337,0.750404223269441,0.8139743784635372,92.2,0.8775445336576332,0.9452605685383011,92.8,0.15339754840314535,0.20591202443305098,74.5,0.0013819598955238292,0.0024875278119428964,0.0024875278119428964,-0.0011055679164190633,0.02072939843285748,0.18241870620914585,0.019347438537333648,0.0013819598955238292,0.21005790411962247,0.05942427550752478,0.05251447602990562,0.0,0.0013819598955238292,0.005527839582095327,0.0,0.0,0.005527839582095327,0.0002072939843285725,0.005527839582095327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2443.0,0.002763919791047662,0.0012370623081658515,0.0013819598955238292,0.0029130956473549484,0.03178507759704814,0.02072939843285748,0.004145879686571495,0.0,0.002763919791047662,0.0012370623081658515,0.016858084987957572,0.013893206806702856,12000000
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,23,2001,21.7,0.04884367899084712,0.02123638216993353,0.02123638216993353,0.01486546751895347,0.01274182930196012,0.01486546751895347,0.04459640255686042,33.3,0.02973093503790694,0.0318545732549003,0.004247276433986705,0.027607296820913594,0.010618191084966765,0.05946187007581388,0.02973093503790694,0.0,0.974749941599949,1.2550701862430715,77.7,14.72530739663191,3.0176899063475546,0.5202913631633715,0.6243496357960459,83.3,0.3419057529359299,0.41835672874769053,81.7,0.05521459364182719,0.09344008154770754,59.1,0.00849455286797341,0.00637091465098006,0.004034912612287369,0.00212363821699335,0.06158550829280724,0.08069825224574742,0.036101849688887,0.00637091465098006,0.1359128458875746,0.13378920767058125,0.11680010193463441,0.00212363821699335,0.00212363821699335,0.004247276433986705,0.004247276433986705,0.004247276433986705,0.01911274395294018,0.000870691668967272,0.016989105735946825,0.0,0.0,0.0,0.00212363821699335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1965.0,0.010618191084966765,0.012849035647468383,0.00849455286797341,0.0062487842730888105,0.06158550829280724,0.06158550829280724,0.01274182930196012,0.0,0.00637091465098006,0.007998865902247913,0.027298153286280064,0.015180325682448193,6000000
Adrian Benedyczak,pl POL,"FW,MF",Parma,it Serie A,23,2000,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.17361111111111113,0.0,0.17361111111111113,0.5208333333333334,0.17361111111111113,0.34722222222222227,0.0,0.0,1.3888888888888888,0.0,6.076388888888889,9.027777777777779,67.3,100.17361111111113,25.0,3.125,4.6875,66.7,1.7361111111111114,2.604166666666667,66.7,0.6944444444444445,1.0416666666666667,66.7,0.0,0.017361111111111084,0.0,-0.017361111111111084,0.34722222222222227,0.34722222222222227,0.0,0.0,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,195.0,0.0,0.029968516901135417,0.0,0.006636760857266668,0.5208333333333334,0.34722222222222227,0.0,0.0,0.0,0.029968516901135417,0.04775539467421667,0.01115011723919046,1800000
László Bénes,sk SVK,"MF,FW",Union Berlin,de Bundesliga,26,1997,6.5,0.04733727810650888,0.04733727810650888,0.02366863905325443,0.02366863905325443,0.0,0.02366863905325443,0.07100591715976332,33.3,0.04733727810650888,0.1183431952662722,0.02366863905325443,0.09467455621301776,0.07100591715976332,0.1183431952662722,0.21301775147928995,0.0,5.278106508875739,7.810650887573964,67.6,95.47928994082841,35.14792899408284,2.650887573964497,3.2662721893491122,81.2,1.4201183431952662,2.1538461538461537,65.9,0.9467455621301776,1.8934911242603552,50.0,0.02366863905325443,0.02366863905325443,0.0331360946745562,0.0,0.4497041420118343,0.5443786982248521,0.2603550295857988,0.14201183431952666,0.6627218934911243,0.7100591715976331,0.40236686390532544,0.2840236686390533,0.0,0.02366863905325443,0.0,0.0,0.02366863905325443,0.003550295857988154,0.0,0.02366863905325443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,522.0,0.04733727810650888,0.02593862831857077,0.02366863905325443,0.023337456425266138,0.4497041420118343,0.4260355029585799,0.09467455621301776,0.0,0.04733727810650888,0.02593862831857077,0.03477613001885498,0.016258000930738155,2600000
Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,21,2002,0.4,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,6.25,6.25,12.5,0.0,56.25,81.25,69.2,800.0,43.75,25.0,37.5,66.7,18.75,25.0,75.0,6.25,12.5,50.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.0,0.0,0.0,0.12476096162572499,0.0,6.25,0.0,0.0,0.0,0.0,0.12476096162572499,0.0,300000
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29,1995,22.5,0.10074074074074074,0.04938271604938272,0.04938271604938272,0.035555555555555556,0.015802469135802466,0.06518518518518518,0.10074074074074074,64.7,0.035555555555555556,0.08296296296296296,0.017777777777777778,0.06518518518518518,0.06518518518518518,0.16592592592592592,0.16987654320987655,0.0019753086419753065,2.514567901234568,2.919506172839506,86.1,42.50666666666667,13.349135802469135,1.1733333333333333,1.2602469135802468,93.1,1.1417283950617285,1.2641975308641975,90.3,0.1758024691358025,0.30617283950617286,57.4,0.01185185185185185,0.006320987654320986,0.004543209876543209,0.005530864197530862,0.029629629629629627,0.2291358024691358,0.037530864197530864,0.009876543209876543,0.2528395061728395,0.07703703703703704,0.06518518518518518,0.005925925925925925,0.0,0.003950617283950613,0.0,0.0019753086419753065,0.019753086419753086,0.0008888888888888889,0.015802469135802466,0.0019753086419753065,0.0,0.0,0.0,0.0019753086419753065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2030.0,0.0019753086419753065,0.0028645615206088536,0.01185185185185185,0.007803852911348693,0.03950617283950617,0.029629629629629627,0.01185185185185185,0.0,0.0019753086419753065,0.0028645615206088536,0.031048499025680402,0.02493995477387935,8000000
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27,1997,18.3,0.11944220490310252,0.06569321269670637,0.05673504732897369,0.05076293708381856,0.011944220490310251,0.05673504732897369,0.11944220490310252,47.5,0.0627071575741288,0.07465137806443907,0.023888440980620502,0.05076293708381856,0.11944220490310252,0.23888440980620498,0.11347009465794736,0.0029860551225775627,2.8248081459583743,3.212995311893457,87.9,45.96136044671384,11.048403953536983,1.3437248051599031,1.481083340798471,90.7,1.269073427095464,1.3705993012631013,92.6,0.14034459076114542,0.18812147272238644,74.6,0.0,0.0011944220490310218,0.0029860551225775627,-0.0011944220490310218,0.029860551225775623,0.3254800083609543,0.038818716593508315,0.0059721102451551255,0.2986055122577563,0.13437248051599032,0.10749798441279225,0.0,0.0029860551225775627,0.014930275612887808,0.0029860551225775627,0.0059721102451551255,0.008958165367732683,0.00047776881961240984,0.008958165367732683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1674.0,0.0059721102451551255,0.0038845448123806772,0.0,0.001047466278072612,0.06569321269670637,0.026874496103198062,0.026874496103198062,0.0,0.0059721102451551255,0.0038845448123806772,0.02517393055478201,0.023481095448159017,35000000
Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,31,1993,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,12.25,16.25,75.4,313.0,212.75,1.5,1.5,100.0,8.25,8.25,100.0,2.5,6.5,38.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,45.0,1.0,3.0,2.0,66.7,0.25,0.0,0.25,0.25,50.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00810565706342455,0.00810565706342455,2000000
Sander Berge,no NOR,MF,Fulham,eng Premier League,26,1998,24.7,0.08195512137553476,0.04917307282532086,0.037699355832745994,0.037699355832745994,0.006556409710042777,0.044255765542788775,0.06392499467291712,69.2,0.019669229130128342,0.044255765542788775,0.01311281942008556,0.03114294612270321,0.0344211509777246,0.11637627235325937,0.06228589224540641,0.0016391024275106923,1.7882607484141684,1.9554491960202596,91.5,31.76088773787474,7.582487829664474,0.7408742972348342,0.8047992919077515,92.1,0.8621678768706256,0.9129800521234572,94.4,0.15735383304102674,0.18849677916372995,83.5,0.0,0.000983461456506417,0.000983461456506417,-0.000983461456506417,0.029503843695192513,0.19013588159124065,0.008195512137553474,0.0,0.20324870101132622,0.07867691652051337,0.0704814043829599,0.0016391024275106923,0.0016391024275106923,0.0016391024275106923,0.0,0.0032782048550213886,0.0032782048550213886,0.00013112819420085426,0.0032782048550213886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,2242.0,0.0,0.0006983170665958219,0.0,0.0011903151164393442,0.0049173072825320855,0.029503843695192513,0.009834614565064171,0.0,0.0,0.0006983170665958219,0.012725453757125891,0.011038516810643705,17000000
Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,18,2006,13.5,0.2139917695473251,0.10425240054869685,0.07681755829903977,0.10973936899862825,0.02743484224965706,0.09327846364883402,0.1755829903978052,53.1,0.0823045267489712,0.09876543209876543,0.0438957475994513,0.05486968449931413,0.1316872427983539,0.34567901234567905,0.12071330589849108,0.016460905349794237,3.4513031550068596,3.9506172839506175,87.4,57.98079561042524,12.082304526748972,1.6186556927297668,1.7613168724279835,91.9,1.4485596707818933,1.6131687242798354,89.8,0.2908093278463649,0.3895747599451304,74.6,0.005486968449931407,0.003292181069958844,0.004389574759945126,0.002194787379972563,0.06035665294924554,0.2908093278463649,0.03840877914951989,0.016460905349794237,0.26886145404663925,0.12071330589849108,0.0877914951989026,0.02194787379972565,0.0,0.010973936899862823,0.0,0.0,0.02194787379972565,0.001646090534979422,0.016460905349794237,0.0,0.0,0.005486968449931407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1187.0,0.0,0.003342814135412452,0.005486968449931407,0.003952583494827415,0.06035665294924554,0.06035665294924554,0.016460905349794237,0.0,0.0,0.003342814135412452,0.027890148906060206,0.023814904141982066,5000000
Medon Berisha,al ALB,MF,Lecce,it Serie A,20,2003,8.0,0.1875,0.125,0.109375,0.046875,0.03125,0.0625,0.125,50.0,0.0625,0.09375,0.0,0.09375,0.171875,0.359375,0.078125,0.03125,4.875,6.25,78.0,100.390625,32.984375,1.765625,1.96875,89.7,2.09375,2.546875,82.2,0.96875,1.5625,62.0,0.015625,0.009375,0.0125,0.00625,0.171875,0.71875,0.09375,0.015625,0.65625,0.453125,0.265625,0.09375,0.015625,0.03125,0.03125,0.015625,0.03125,0.00390625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,697.0,0.0,0.0103857119102031,0.015625,0.012040327681461337,0.375,0.171875,0.078125,0.0,0.0,0.0103857119102031,0.02955140039557591,0.016522146179340776,500000
Marc Bernal,es ESP,MF,Barcelona,es La Liga,17,2007,2.7,1.0973936899862824,0.8230452674897117,0.2743484224965706,0.6858710562414266,0.13717421124828527,0.9602194787379974,1.0973936899862824,87.5,0.13717421124828527,0.6858710562414266,0.13717421124828527,0.5486968449931412,0.13717421124828527,1.2345679012345676,0.5486968449931412,0.0,20.301783264746224,21.94787379972565,92.5,361.3168724279835,85.45953360768176,9.05349794238683,9.739368998628255,93.0,9.87654320987654,10.562414266117967,93.5,1.371742112482853,1.5089163237311383,90.9,0.0,0.0,0.013717421124828518,0.0,0.13717421124828527,1.6460905349794235,0.0,0.0,1.0973936899862824,0.13717421124828527,0.0,0.13717421124828527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,256.0,0.0,0.007690463230443074,0.0,0.0015139845500103332,0.2743484224965706,0.13717421124828527,0.2743484224965706,0.0,0.0,0.007690463230443074,0.20766963029921626,0.19846518507383157,1000000
Bernardo,br BRA,DF,Bochum,de Bundesliga,29,1995,19.8,0.1173349658198143,0.07142128354249565,0.08162432404856645,0.033159881644730126,0.0025507601265177017,0.06887052341597795,0.09437812468115499,73.0,0.025507601265177024,0.09692888480767269,0.04336292215080094,0.053565962656871746,0.06631976328946025,0.18365472910927452,0.2627282930313233,0.010203040506070807,1.8620548923579228,2.527803285379043,73.7,39.88113457810427,18.156310580553004,0.5178043056830935,0.6453423120089786,80.2,1.0279563309866342,1.1963064993368022,85.9,0.30098969492908884,0.556065707580859,54.1,0.0,0.0017855320885623886,0.004336292215080091,-0.0017855320885623886,0.010203040506070807,0.25252525252525254,0.028058361391694726,0.0025507601265177017,0.2550760126517702,0.05611672278338945,0.045913682277318645,0.0025507601265177017,0.0,0.005101520253035403,0.0,0.0025507601265177017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1689.0,0.0,0.0009735230325667323,0.0,0.0007571059396687525,0.01530456075910621,0.010203040506070807,0.012753800632588509,0.0,0.0,0.0009735230325667323,0.007608738032202611,0.006363266631816429,4800000
Juan Bernat,es ESP,"DF,MF",Villarreal,es La Liga,31,1993,2.4,1.5625,1.215277777777778,1.215277777777778,0.17361111111111113,0.17361111111111113,0.6944444444444445,0.8680555555555555,80.0,0.17361111111111113,0.5208333333333334,0.17361111111111113,0.34722222222222227,0.17361111111111113,1.7361111111111114,0.6944444444444445,0.0,17.534722222222225,22.569444444444446,77.7,256.77083333333337,42.36111111111112,9.375,10.590277777777779,88.5,7.8125,9.201388888888891,84.9,0.17361111111111113,1.0416666666666667,16.7,0.17361111111111113,0.06944444444444442,0.06944444444444442,0.10416666666666667,0.6944444444444445,0.6944444444444445,0.17361111111111113,0.17361111111111113,1.3888888888888888,1.3888888888888888,1.215277777777778,0.0,0.0,0.17361111111111113,0.0,0.0,0.17361111111111113,0.07291666666666667,0.17361111111111113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,892.0,0.0,0.11922757403226568,0.34722222222222227,0.1901900373114687,1.0416666666666667,1.7361111111111114,0.0,0.0,0.0,0.11922757403226568,0.5617912237842878,0.27833733086784684,12000000
Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31,1993,7.8,0.31229454306377386,0.2136752136752137,0.14792899408284024,0.0821827744904668,0.0821827744904668,0.11505588428665352,0.1972386587771203,58.3,0.0821827744904668,0.14792899408284024,0.049309664694280074,0.09861932938856016,0.03287310979618672,0.3451676528599606,0.1972386587771203,0.0,2.333990795529257,3.2544378698224854,71.7,30.09533201840894,8.333333333333334,1.5285996055226825,1.8244575936883631,83.8,0.5752794214332676,0.7889546351084813,72.9,0.06574621959237345,0.14792899408284024,44.4,0.01643655489809336,0.011505588428665347,0.006574621959237333,0.004930966469428,0.11505588428665352,0.1643655489809336,0.11505588428665352,0.049309664694280074,0.23011176857330704,0.1643655489809336,0.1643655489809336,0.0,0.0,0.0,0.0,0.0,0.01643655489809336,0.0021367521367521283,0.01643655489809336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,892.0,0.0,0.011287817659859475,0.03287310979618672,0.018006157378600576,0.09861932938856016,0.1643655489809336,0.0,0.0,0.0,0.011287817659859475,0.05318733479614559,0.026351463277429283,12000000
Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,25,1999,6.6,0.34435261707988984,0.18365472910927458,0.09182736455463729,0.20661157024793392,0.04591368227731864,0.2295684113865932,0.36730945821854916,62.5,0.13774104683195595,0.13774104683195595,0.02295684113865932,0.1147842056932966,0.1147842056932966,0.4591368227731864,0.06887052341597798,0.0,4.086317722681359,5.555555555555556,73.6,68.29660238751148,25.619834710743802,1.9513314967860427,2.341597796143251,83.3,1.5840220385674935,1.997245179063361,79.3,0.3902662993572085,0.7575757575757576,51.5,0.0,0.011478420569329652,0.009182736455463728,-0.011478420569329652,0.2295684113865932,0.5739210284664831,0.13774104683195595,0.02295684113865932,0.6657483930211204,0.5050505050505051,0.36730945821854916,0.04591368227731864,0.02295684113865932,0.02295684113865932,0.0,0.04591368227731864,0.02295684113865932,0.0034435261707988943,0.0,0.0,0.02295684113865932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,591.0,0.02295684113865932,0.005018819787148697,0.0,0.010702579604637955,0.09182736455463729,0.2295684113865932,0.04591368227731864,0.0,0.02295684113865932,0.005018819787148697,0.027999142783499836,0.014370073426661956,3000000
Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,de Bundesliga,25,1998,14.0,0.14795918367346944,0.07653061224489796,0.04591836734693878,0.04591836734693878,0.05612244897959184,0.10204081632653061,0.15816326530612246,64.5,0.05612244897959184,0.07142857142857142,0.0,0.07142857142857142,0.02551020408163265,0.17346938775510204,0.12755102040816327,0.0,0.9846938775510204,1.6275510204081631,60.5,16.142857142857142,5.4897959183673475,0.4744897959183674,0.6683673469387755,71.0,0.37755102040816324,0.5816326530612245,64.9,0.08163265306122448,0.22448979591836735,36.4,0.010204081632653057,0.006632653061224486,0.0061224489795918356,0.0035714285714285644,0.08673469387755102,0.08163265306122448,0.05102040816326531,0.02040816326530612,0.1683673469387755,0.18367346938775514,0.10714285714285714,0.02551020408163265,0.02040816326530612,0.02040816326530612,0.0051020408163265285,0.0051020408163265285,0.03571428571428571,0.0025510204081632642,0.010204081632653057,0.0,0.010204081632653057,0.0051020408163265285,0.0051020408163265285,0.0051020408163265285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1288.0,0.03571428571428571,0.020312936891022388,0.010204081632653057,0.008653065892962771,0.13775510204081634,0.07653061224489796,0.015306122448979585,0.0,0.03571428571428571,0.020312936891022388,0.03979889143790517,0.014827219550782927,500000
Juan Berrocal,es ESP,DF,Getafe,es La Liga,25,1999,11.8,0.10054582016661878,0.05027291008330939,0.07181844297615626,0.02872737719046251,0.0,0.07181844297615626,0.10054582016661878,71.4,0.02872737719046251,0.043091065785693765,0.021545532892846882,0.021545532892846882,0.1077276644642344,0.20827348463085316,0.423728813559322,0.0,2.0611893134156847,2.7075553002010913,76.1,42.73197357081298,16.43924159724217,0.5673656995116345,0.6248204538925596,90.8,1.228095374892272,1.4579143924159723,84.2,0.23700086182131566,0.5601838552140188,42.3,0.0,0.0,0.0007181844297615593,0.0,0.007181844297615627,0.15081873024992817,0.014363688595231254,0.0,0.17954610744039065,0.043091065785693765,0.02872737719046251,0.007181844297615627,0.0,0.0,0.0,0.007181844297615627,0.007181844297615627,0.0005745475438092458,0.007181844297615627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1061.0,0.0,0.004017587186096043,0.0,7.100332677106779e-05,0.02872737719046251,0.007181844297615627,0.043091065785693765,0.007181844297615627,0.0,0.004017587186096043,0.009291967084372871,0.009291967084372871,1000000
Beto,gw GNB,FW,Everton,eng Premier League,26,1998,17.0,0.04844290657439446,0.020761245674740483,0.006920415224913494,0.027681660899653977,0.013840830449826988,0.017301038062283735,0.027681660899653977,62.5,0.010380622837370242,0.041522491349480974,0.006920415224913494,0.03460207612456748,0.013840830449826988,0.06228373702422146,0.08304498269896195,0.003460207612456747,0.5397923875432524,0.9273356401384083,58.2,7.128027681660899,0.9757785467128028,0.31833910034602075,0.4740484429065744,67.2,0.1522491349480969,0.28719723183391005,53.0,0.02422145328719723,0.03114186851211073,77.8,0.0,0.004152249134948095,0.0017301038062283707,-0.004152249134948095,0.041522491349480974,0.02422145328719723,0.027681660899653977,0.003460207612456747,0.05536332179930795,0.08996539792387542,0.05536332179930795,0.0,0.010380622837370242,0.010380622837370242,0.013840830449826988,0.0,0.003460207612456747,0.0002076124567474,0.003460207612456747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1520.0,0.027681660899653977,0.032065090610545806,0.0,0.004797066152611405,0.1695501730103806,0.041522491349480974,0.006920415224913494,0.0,0.027681660899653977,0.032065090610545806,0.028773413661699804,0.0038592276456653,2550000
Beto,gw GNB,FW,Everton,eng Premier League,26,1998,17.0,0.04844290657439446,0.020761245674740483,0.006920415224913494,0.027681660899653977,0.013840830449826988,0.017301038062283735,0.027681660899653977,62.5,0.010380622837370242,0.041522491349480974,0.006920415224913494,0.03460207612456748,0.013840830449826988,0.06228373702422146,0.08304498269896195,0.003460207612456747,0.5397923875432524,0.9273356401384083,58.2,7.128027681660899,0.9757785467128028,0.31833910034602075,0.4740484429065744,67.2,0.1522491349480969,0.28719723183391005,53.0,0.02422145328719723,0.03114186851211073,77.8,0.0,0.004152249134948095,0.0017301038062283707,-0.004152249134948095,0.041522491349480974,0.02422145328719723,0.027681660899653977,0.003460207612456747,0.05536332179930795,0.08996539792387542,0.05536332179930795,0.0,0.010380622837370242,0.010380622837370242,0.013840830449826988,0.0,0.003460207612456747,0.0002076124567474,0.003460207612456747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1520.0,0.027681660899653977,0.032065090610545806,0.0,0.004797066152611405,0.1695501730103806,0.041522491349480974,0.006920415224913494,0.0,0.027681660899653977,0.032065090610545806,0.028773413661699804,0.0038592276456653,10000000
Sam Beukema,nl NED,DF,Bologna,it Serie A,25,1998,33.5,0.048117620850969045,0.025840944531075962,0.02405881042548452,0.021385609267097348,0.002673201158387167,0.019603475161505905,0.03653374916462464,53.7,0.016930274003118733,0.03207841390064602,0.018712408108710183,0.013366005791935842,0.026732011583871687,0.07484963243484073,0.09890844286032524,0.0,1.62708843840499,1.8837157496101582,86.4,32.796613945199375,9.917576297616396,0.4749387391401203,0.5319670305190466,89.3,0.9721541546001338,1.0336377812430384,94.1,0.1675206059255959,0.2806861216306527,59.7,0.0008910670527957224,0.0008019603475161492,0.0008910670527957224,8.910670527957015e-05,0.008910670527957226,0.15059033192247717,0.009801737580752952,0.002673201158387167,0.1363332590777456,0.03207841390064602,0.02762307863666741,0.0017821341055914448,0.0,0.002673201158387167,0.0,0.0,0.005346402316774337,0.00016039206950322984,0.0035642682111828895,0.0,0.0,0.0017821341055914448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3010.0,0.0,0.0014796672153642835,0.0008910670527957224,0.0010587173734191372,0.013366005791935842,0.008910670527957226,0.0008910670527957224,0.0,0.0,0.0014796672153642835,0.00803891267220011,0.007682421202150001,612500
Alessandro Bianco,it ITA,MF,Monza,it Serie A,21,2002,28.9,0.061062487278648485,0.03352450281965015,0.031129895475389423,0.02035416242621616,0.0095784293770429,0.03232719914751979,0.04908945055734486,65.9,0.016762251409825075,0.0478921468852145,0.016762251409825075,0.031129895475389423,0.026340680786867975,0.08740316806551646,0.0634570946229092,0.00478921468852145,1.5732570251792963,1.8258880999988027,86.2,30.9119862070617,7.709438344847405,0.5100513643275344,0.5782976736389651,88.2,0.8345206594748626,0.8967804504256415,93.1,0.19396319488511873,0.2681960225572012,72.3,0.0,0.0014367644065564325,0.0015564947737694707,-0.0014367644065564325,0.021551466098346524,0.1664252104261204,0.0191568587540858,0.003591911016391087,0.1496629590162953,0.04549753954095378,0.03951102118030196,0.0011973036721303599,0.0,0.00478921468852145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2636.0,0.0011973036721303599,0.0016690123474302767,0.0,0.0017641646485851558,0.031129895475389423,0.021551466098346524,0.01077573304917326,0.0,0.0011973036721303599,0.0016690123474302767,0.008160625896589052,0.005884428588898651,1000000
