Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks,Sh_blocked,Pass_blocked,Int,Tkl+Int,Clr,Err,Cmp,Att,Cmp%,TotDist,PrgDist,short_Cmp,short_Att,short_Cmp%,medium_Cmp,medium_Att,medium_Cmp%,long_Cmp,long_Att,long_Cmp%,Ast,xAG,xA_x,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,MP,Starts,Min,GA,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%_Pen,games,time,goals,xG,assists,xA_y,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,market_value_in_eur_y
Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,26,1998,3.4,0.17301038062283738,0.08650519031141868,0.0,0.08650519031141868,0.08650519031141868,0.08650519031141868,0.43252595155709345,20.0,0.34602076124567477,0.43252595155709345,0.08650519031141868,0.34602076124567477,0.08650519031141868,0.25951557093425603,0.17301038062283738,0.08650519031141868,8.477508650519031,12.197231833910037,69.5,130.70934256055364,49.39446366782007,5.017301038062284,5.795847750865052,86.6,2.681660899653979,3.9792387543252596,67.4,0.5190311418685121,1.6435986159169553,31.6,0.08650519031141868,0.09515570934256055,0.06920415224913494,-0.008650519031141854,0.6920415224913495,1.124567474048443,0.25951557093425603,0.0,1.4705882352941178,1.124567474048443,0.7785467128027683,0.25951557093425603,0.0,0.08650519031141868,0.0,0.0,0.17301038062283738,0.051038062283737,0.08650519031141868,0.08650519031141868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,296.0,0.17301038062283738,0.12249095561981818,0.08650519031141868,0.1242067012291363,0.6055363321799309,0.6920415224913495,0.08650519031141868,0.0,0.08650519031141868,0.05693933475363006,0.23973306196268043,0.1374493278949731,11500000
Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,22,2001,8.3,0.23225431847873415,0.13064305414428798,0.14515894904920887,0.07257947452460443,0.01451589490492088,0.14515894904920887,0.23225431847873415,62.5,0.08709536942952531,0.11612715923936708,0.04354768471476265,0.07257947452460443,0.1016112643344462,0.3338655828131804,0.4209609522427057,0.0,3.5128465669908544,4.441863840905791,79.1,57.265205399912894,12.75947162142546,1.5967484395412976,1.785455073305269,89.4,1.5822325446363765,1.9741617070692403,80.1,0.2177384235738133,0.4645086369574684,46.9,0.0,0.002903178980984168,0.0072579474524604335,-0.002903178980984168,0.02903178980984177,0.17419073885905065,0.07257947452460443,0.07257947452460443,0.2177384235738133,0.13064305414428798,0.1016112643344462,0.01451589490492088,0.01451589490492088,0.0,0.0,0.0,0.01451589490492088,0.001741907388590506,0.01451589490492088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,716.0,0.0,0.0,0.0,0.006636894567730216,0.0,0.02903178980984177,0.01451589490492088,0.0,0.0,0.0,0.05291882058258654,0.04628192590670447,300000
Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26,1998,23.9,0.07352812450762417,0.0402654015160799,0.04901874967174946,0.019257365942472997,0.005252008893401724,0.03326272299154427,0.04376674077834772,76.0,0.010504017786803453,0.04551741040948164,0.008753348155669544,0.03676406225381209,0.029761383729276454,0.10328950823690064,0.04901874967174946,0.0,1.8399537823217382,2.0710421736314144,88.8,29.67034890845749,7.1007160238791345,0.8945921815094277,0.9436109311811769,94.8,0.8088093695838661,0.8823374940914902,91.7,0.09628682971236502,0.16456294532658747,58.5,0.005252008893401724,0.0015756026680205147,0.0017506696311339082,0.003676406225381205,0.014005357049071273,0.12254687417937363,0.024509374835874728,0.005252008893401724,0.16106160606431963,0.06652544598308854,0.057772097827418996,0.0,0.0,0.0035013392622678164,0.0017506696311339082,0.0035013392622678164,0.008753348155669544,0.00036764062253811716,0.008753348155669544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2189.0,0.0,0.0003435355449976653,0.005252008893401724,0.0015824456338849372,0.012254687417937362,0.014005357049071273,0.0035013392622678164,0.0017506696311339082,0.0,0.0003435355449976653,0.014054141649772731,0.012965063716909014,800000
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,24,1999,1.1,1.6528925619834707,0.8264462809917356,1.6528925619834707,0.0,0.0,0.8264462809917356,1.6528925619834707,50.0,0.8264462809917356,0.0,0.0,0.0,0.8264462809917356,2.4793388429752063,0.8264462809917356,0.8264462809917356,40.49586776859503,45.454545454545446,89.1,530.5785123966941,214.87603305785123,25.6198347107438,27.27272727272727,93.9,10.743801652892559,11.570247933884298,92.9,1.6528925619834707,1.6528925619834707,100.0,0.0,0.0,0.0,0.0,0.8264462809917356,5.785123966942148,0.8264462809917356,0.0,2.4793388429752063,1.6528925619834707,0.8264462809917356,0.0,0.0,0.0,0.8264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,102.0,0.0,0.0,0.0,0.05124874166713263,0.0,0.8264462809917356,0.8264462809917356,0.0,0.0,0.0,0.05124874166713263,0.0,4000000
Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18,2006,0.0,,,,,,,,0.0,,,,,,,,,,,100.0,,,,,100.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,1.0,1.0,,,,,,,,,,,,,1050000
Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23,2001,5.0,0.44000000000000006,0.36,0.2,0.2,0.04,0.2,0.44000000000000006,45.5,0.24,0.32,0.12,0.2,0.27999999999999997,0.72,0.6799999999999999,0.0,10.440000000000001,12.08,86.4,173.95999999999998,50.2,4.4399999999999995,4.8,92.5,5.32,5.76,92.4,0.48,1.1199999999999999,42.9,0.04,0.02,0.02,0.02,0.08,0.52,0.16,0.04,0.96,0.2,0.16,0.0,0.0,0.04,0.0,0.0,0.08,0.016,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,451.0,0.04,0.01268305361270904,0.04,0.011337081938981999,0.12,0.08,0.04,0.0,0.04,0.01268305361270904,0.0742067077755928,0.06286962568759918,1250000
Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,22,2001,14.5,0.06658739595719382,0.02853745541022592,0.023781212841854936,0.04280618311533888,0.0,0.02853745541022592,0.06183115338882283,46.2,0.03329369797859691,0.03804994054696789,0.009512485136741971,0.02853745541022592,0.019024970273483943,0.08561236623067776,0.057074910820451845,0.009512485136741971,1.2413793103448276,1.816884661117717,68.3,20.23305588585018,3.980975029726516,0.6420927467300832,0.8180737217598097,78.5,0.45659928656361476,0.6325802615933412,72.2,0.10463733650416171,0.20451843043995244,51.2,0.0,0.004280618311533883,0.005231866825208082,-0.004280618311533883,0.057074910820451845,0.06658739595719382,0.03804994054696789,0.009512485136741971,0.16171224732461353,0.1902497027348395,0.09988109393579073,0.01426872770511296,0.02853745541022592,0.02853745541022592,0.019024970273483943,0.0,0.023781212841854936,0.001617122473246131,0.01426872770511296,0.0,0.0,0.009512485136741971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1574.0,0.02853745541022592,0.0318913548989897,0.0,0.008079192540237366,0.23305588585017836,0.07609988109393578,0.023781212841854936,0.0,0.02853745541022592,0.0318913548989897,0.04580942515669198,0.010435066319886903,2000000
Daniel Maldini,it ITA,"FW,MF",Atalanta,it Serie A,22,2001,2.9,0.23781212841854937,0.23781212841854937,0.0,0.11890606420927469,0.11890606420927469,0.11890606420927469,0.23781212841854937,50.0,0.11890606420927469,0.11890606420927469,0.0,0.11890606420927469,0.23781212841854937,0.47562425683709875,0.356718192627824,0.0,7.253269916765755,11.533888228299645,62.9,93.69797859690844,19.381688466111775,5.112960760998811,6.777645659928656,75.4,1.545778834720571,2.2592152199762188,68.4,0.356718192627824,1.070154577883472,33.3,0.0,0.02378121284185493,0.03567181926278238,-0.02378121284185493,0.356718192627824,0.356718192627824,0.11890606420927469,0.0,0.8323424494649228,1.070154577883472,1.070154577883472,0.0,0.0,0.0,0.0,0.0,0.11890606420927469,0.04161712247324611,0.11890606420927469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1574.0,0.7134363852556481,0.7972838724747424,0.0,0.20197981350593422,5.826397146254459,1.902497027348395,0.5945303210463734,0.0,0.7134363852556481,0.7972838724747424,1.1452356289172996,0.26087665799717275,2000000
Youssef Maleh,ma MAR,MF,Empoli,it Serie A,25,1998,16.8,0.15943877551020405,0.08149092970521542,0.060232426303854884,0.08149092970521542,0.017715419501133787,0.060232426303854884,0.12046485260770977,50.0,0.060232426303854884,0.08857709750566892,0.02125850340136054,0.06731859410430839,0.05668934240362812,0.21612811791383219,0.08857709750566892,0.0,1.4101473922902494,1.9841269841269837,71.1,23.12925170068027,8.010912698412698,0.6873582766439909,0.8503401360544217,80.8,0.5137471655328798,0.6944444444444444,74.0,0.12755102040816327,0.26218820861678,48.6,0.003543083900226756,0.0031887755102040774,0.0014172335600907025,0.0003543083900226726,0.04251700680272109,0.21967120181405894,0.03897392290249433,0.007086167800453512,0.25510204081632654,0.10629251700680271,0.09212018140589567,0.0,0.003543083900226756,0.003543083900226756,0.007086167800453512,0.0,0.007086167800453512,0.0004251700680272083,0.007086167800453512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1524.0,0.0,0.003528546368626161,0.003543083900226756,0.0031912392860620597,0.060232426303854884,0.04251700680272109,0.010629251700680267,0.003543083900226756,0.0,0.003528546368626161,0.012259066008272113,0.0084886547875466,1100000
Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25,1999,3.4,0.6055363321799309,0.34602076124567477,0.25951557093425603,0.25951557093425603,0.08650519031141868,0.08650519031141868,0.34602076124567477,25.0,0.25951557093425603,0.17301038062283738,0.0,0.17301038062283738,0.0,0.6055363321799309,0.08650519031141868,0.0,4.584775086505191,6.660899653979239,68.8,61.5916955017301,12.456747404844291,2.854671280276817,3.4602076124567476,82.5,1.2110726643598617,1.6435986159169553,73.7,0.25951557093425603,0.6055363321799309,42.9,0.0,0.017301038062283735,0.017301038062283735,-0.017301038062283735,0.25951557093425603,0.17301038062283738,0.17301038062283738,0.0,0.5190311418685121,0.5190311418685121,0.43252595155709345,0.0,0.08650519031141868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,602.0,0.25951557093425603,0.2787014140802271,0.0,0.03130805121161121,1.6435986159169553,0.08650519031141868,0.08650519031141868,0.0,0.25951557093425603,0.2787014140802271,0.44254630056425787,0.19666225742870963,27000000
Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,25,1999,3.4,0.6055363321799309,0.34602076124567477,0.25951557093425603,0.25951557093425603,0.08650519031141868,0.08650519031141868,0.34602076124567477,25.0,0.25951557093425603,0.17301038062283738,0.0,0.17301038062283738,0.0,0.6055363321799309,0.08650519031141868,0.0,4.584775086505191,6.660899653979239,68.8,61.5916955017301,12.456747404844291,2.854671280276817,3.4602076124567476,82.5,1.2110726643598617,1.6435986159169553,73.7,0.25951557093425603,0.6055363321799309,42.9,0.0,0.017301038062283735,0.017301038062283735,-0.017301038062283735,0.25951557093425603,0.17301038062283738,0.17301038062283738,0.0,0.5190311418685121,0.5190311418685121,0.43252595155709345,0.0,0.08650519031141868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,265.0,0.25951557093425603,0.26124435876557367,0.0,0.01558343844430256,1.2975778546712804,0.25951557093425603,0.0,0.0,0.25951557093425603,0.26124435876557367,0.2824938894736107,0.010339250291816883,27000000
Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25,1999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.04325259515570934,0.0,0.04325259515570934,0.04325259515570934,0.0,0.04325259515570934,0.06487889273356401,0.06487889273356401,0.12975778546712802,0.0,2.9411764705882355,4.108996539792388,71.6,37.52162629757786,9.147923875432527,2.1193771626297577,2.573529411764706,82.4,0.7136678200692043,0.9948096885813149,71.7,0.06487889273356401,0.19463667820069205,33.3,0.0,0.004325259515570927,0.010813148788927324,-0.004325259515570927,0.02162629757785466,0.12975778546712802,0.12975778546712802,0.02162629757785466,0.36764705882352944,0.25951557093425603,0.19463667820069205,0.0,0.04325259515570934,0.02162629757785466,0.0,0.0,0.06487889273356401,0.009515570934256045,0.06487889273356401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,602.0,0.06487889273356401,0.06967535352005677,0.0,0.007827012802902794,0.41089965397923883,0.02162629757785466,0.02162629757785466,0.0,0.06487889273356401,0.06967535352005677,0.11063657514106447,0.0491655643571774,27000000
Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,25,1999,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.04325259515570934,0.0,0.04325259515570934,0.04325259515570934,0.0,0.04325259515570934,0.06487889273356401,0.06487889273356401,0.12975778546712802,0.0,2.9411764705882355,4.108996539792388,71.6,37.52162629757786,9.147923875432527,2.1193771626297577,2.573529411764706,82.4,0.7136678200692043,0.9948096885813149,71.7,0.06487889273356401,0.19463667820069205,33.3,0.0,0.004325259515570927,0.010813148788927324,-0.004325259515570927,0.02162629757785466,0.12975778546712802,0.12975778546712802,0.02162629757785466,0.36764705882352944,0.25951557093425603,0.19463667820069205,0.0,0.04325259515570934,0.02162629757785466,0.0,0.0,0.06487889273356401,0.009515570934256045,0.06487889273356401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,265.0,0.06487889273356401,0.06531108969139342,0.0,0.003895859611075632,0.3243944636678201,0.06487889273356401,0.0,0.0,0.06487889273356401,0.06531108969139342,0.07062347236840266,0.0025848125729542207,27000000
Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,24,1999,8.4,0.2834467120181406,0.15589569160997732,0.17006802721088435,0.09920634920634919,0.014172335600907023,0.19841269841269837,0.32596371882086167,60.9,0.12755102040816327,0.12755102040816327,0.028344671201814046,0.09920634920634919,0.19841269841269837,0.4818594104308391,0.5385487528344671,0.0,2.749433106575963,3.8407029478458043,71.6,53.16043083900227,17.27607709750567,1.0204081632653061,1.2755102040816324,80.0,1.3463718820861676,1.6156462585034013,83.3,0.3401360544217687,0.7369614512471654,46.2,0.0,0.0,0.0014172335600907025,0.0,0.014172335600907023,0.17006802721088435,0.014172335600907023,0.0,0.19841269841269837,0.09920634920634919,0.08503401360544217,0.0,0.0,0.014172335600907023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,793.0,0.0,0.002825345005628869,0.0,0.00021595997807659524,0.04251700680272108,0.014172335600907023,0.028344671201814046,0.0,0.0,0.002825345005628869,0.01208492324533375,0.01208492324533375,250000
Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,24,1999,0.3,22.222222222222225,11.11111111111111,0.0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,100.0,0.0,22.222222222222225,0.0,22.222222222222225,0.0,22.222222222222225,33.333333333333336,0.0,88.8888888888889,155.55555555555557,57.1,1277.777777777778,644.4444444444445,44.44444444444445,66.66666666666667,66.7,22.222222222222225,44.44444444444445,50.0,11.11111111111111,11.11111111111111,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,793.0,0.0,2.2150704844130416,0.0,0.16931262281205867,33.333333333333336,11.11111111111111,22.222222222222225,0.0,0.0,2.2150704844130416,9.474579824341669,9.474579824341669,250000
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23,2000,34.0,0.0017301038062283735,0.0017301038062283735,0.0017301038062283735,0.0,0.0,0.0017301038062283735,0.0025951557093425587,66.7,0.0008650519031141854,0.0,0.0,0.0,0.0008650519031141854,0.0025951557093425587,0.013840830449826988,0.0025951557093425587,0.6332179930795848,0.9342560553633219,67.8,17.80363321799308,13.071799307958475,0.11332179930795847,0.11332179930795847,100.0,0.3399653979238754,0.34429065743944637,98.7,0.17993079584775085,0.4740484429065744,38.0,0.0,8.650519031141765e-05,8.650519031141765e-05,-8.650519031141765e-05,0.0017301038062283735,0.009515570934256055,0.0008650519031141854,0.0,0.0,0.007785467128027682,0.005190311418685121,0.0025951557093425587,0.0,0.0,0.0,0.0,0.0017301038062283735,5.190311418685e-05,0.0008650519031141854,0.0008650519031141854,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,2.6470588235294117,0.041522491349480974,0.11764705882352941,0.07698961937716262,68.4,0.009515570934256055,0.009515570934256055,0.010380622837370242,0.006920415224913494,23.5,0.006055363321799306,0.004325259515570932,0.0017301038062283735,0.0,28.6,34.0,3060.0,0.0,0.0,0.0,5.932928588254117e-05,0.0,0.0017301038062283735,0.0017301038062283735,0.0,0.0,0.0,0.002434693790882,0.0023753644985543177,5000000
Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,25,1998,22.2,0.026377729080431785,0.012174336498660824,0.01420339258177096,0.006087168249330409,0.006087168249330409,0.012174336498660824,0.048697345994643294,25.0,0.03652300949598247,0.030435841246652058,0.006087168249330409,0.024348672997321647,0.016232448664881098,0.04261017774531289,0.02231961691421151,0.0,1.2803343884424967,1.6090414739063388,79.6,18.105267429591756,4.569434299164029,0.8055352649947244,0.9414820225631036,85.6,0.3388523658793929,0.40581121662202746,83.5,0.07913318724129535,0.13391770148526905,59.1,0.008116224332440549,0.008522035549062577,0.005478451424397369,-0.0004058112166220271,0.09130752373995618,0.0933365798230663,0.05072640207775343,0.010145280415550685,0.1217433649866082,0.162324486648811,0.1258014771528285,0.016232448664881098,0.010145280415550685,0.006087168249330409,0.002029056083110135,0.002029056083110135,0.01420339258177096,0.0006492979465952433,0.010145280415550685,0.002029056083110135,0.0,0.002029056083110135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1997.0,0.008116224332440549,0.014212462655300736,0.008116224332440549,0.00942568987092142,0.09942374807239675,0.09130752373995618,0.0,0.0,0.008116224332440549,0.014212462655300736,0.025473570353026883,0.006735183740174235,5000000
Gianluca Mancini,it ITA,DF,Roma,it Serie A,28,1996,34.9,0.03448247551333733,0.021346294365399303,0.018062249078414794,0.014778203791430284,0.001642022643492252,0.016420226434922542,0.027914384939368316,58.8,0.011494158504445778,0.018062249078414794,0.013136181147938032,0.00492606793047676,0.028735396261114442,0.06321787177445178,0.08456416613985109,0.0,1.3866881224292082,1.6132872472311395,86.0,25.608985147905194,8.759369791709428,0.5131320760913294,0.5541826421786357,92.6,0.7364471556062759,0.7988440160589815,92.2,0.11658360768795005,0.2126419323322469,54.8,0.0,0.000738910189571513,0.0006568090573968997,-0.000738910189571513,0.011494158504445778,0.1132995624009655,0.013957192469684158,0.0032840452869845075,0.11412057372271164,0.0336614641915912,0.028735396261114442,0.0,0.0,0.0032840452869845075,0.000821011321746126,0.000821011321746126,0.001642022643492252,4.926067930476504e-05,0.001642022643492252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3152.0,0.001642022643492252,0.002433366405191295,0.0,0.000860188076692278,0.018062249078414794,0.012315169826191902,0.006568090573969015,0.0,0.001642022643492252,0.002433366405191295,0.009940059803142252,0.009163121102338271,18000000
Christos Mandas,gr GRE,GK,Lazio,it Serie A,22,2001,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04938271604938271,0.0,2.9629629629629632,4.135802469135802,71.6,85.32098765432099,58.22222222222222,0.48148148148148145,0.4938271604938272,97.5,1.2469135802469133,1.271604938271605,98.1,1.2098765432098766,2.308641975308642,52.4,0.0,0.0,0.0,0.0,0.0,0.1358024691358025,0.012345679012345678,0.0,0.037037037037037035,0.024691358024691357,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0013580246913580223,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,10.0,0.08641975308641975,0.3333333333333333,0.2469135802469136,74.1,0.037037037037037035,0.0617283950617284,0.012345679012345678,0.04938271604938271,44.4,0.0,0.0,0.0,0.0,0.0,9.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0282915144652864,0.0282915144652864,500000
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27,1997,21.5,0.04975662520281233,0.028123309897241752,0.019469983775013522,0.025959978366684695,0.004326663061114112,0.030286641427798813,0.0670632774472688,45.2,0.03677663601946998,0.047593293672255274,0.015143320713899403,0.03244997295835587,0.03677663601946998,0.0865332612222823,0.11681990265008113,0.002163331530557056,1.56625202812331,2.014061654948621,77.8,29.0275824770146,8.984315846403462,0.6122228231476474,0.6987560843699296,87.6,0.7550027041644132,0.8891292590589507,84.9,0.17955651703623582,0.335316387236344,53.5,0.006489994591671172,0.010383991346673876,0.005840995132504055,-0.003893996755002702,0.0670632774472688,0.14926987560843702,0.03461330448891293,0.015143320713899403,0.1990265008112493,0.12114656571119525,0.07571660356949703,0.023796646836127637,0.002163331530557056,0.006489994591671172,0.006489994591671172,0.006489994591671172,0.010816657652785288,0.0004975662520281209,0.006489994591671172,0.004326663061114112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1940.0,0.008653326122228227,0.0049325292330616,0.006489994591671172,0.008490235064724702,0.0822065981611682,0.0670632774472688,0.015143320713899403,0.0,0.006489994591671172,0.003285587458529298,0.01717884224482392,0.011259347722216382,8750000
Orel Mangala,be BEL,MF,Everton,eng Premier League,26,1998,14.0,0.08163265306122448,0.04081632653061224,0.015306122448979585,0.05612244897959184,0.010204081632653057,0.02551020408163265,0.04081632653061224,62.5,0.015306122448979585,0.04081632653061224,0.015306122448979585,0.02551020408163265,0.10714285714285714,0.18877551020408162,0.12244897959183673,0.0051020408163265285,2.229591836734694,2.5,89.2,35.70408163265306,7.994897959183675,1.1173469387755102,1.2346938775510203,90.5,0.9540816326530612,1.0051020408163265,94.9,0.1173469387755102,0.15306122448979592,76.7,0.0,0.0030612244897959143,0.0030612244897959143,-0.0030612244897959143,0.04081632653061224,0.2551020408163266,0.04081632653061224,0.0051020408163265285,0.17346938775510204,0.12244897959183673,0.08673469387755102,0.0051020408163265285,0.010204081632653057,0.015306122448979585,0.0051020408163265285,0.0,0.0051020408163265285,0.00035714285714285714,0.0,0.0,0.0,0.0,0.0051020408163265285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1254.0,0.0051020408163265285,0.0036406855060890004,0.0,0.0025254305243035927,0.08163265306122448,0.04081632653061224,0.010204081632653057,0.0,0.0051020408163265285,0.0036406855060890004,0.014522328212553143,0.010266248621426671,12000000
Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26,1998,0.7,2.0408163265306123,0.0,0.0,0.0,2.0408163265306123,0.0,2.0408163265306123,0.0,2.0408163265306123,4.081632653061225,0.0,4.081632653061225,0.0,2.0408163265306123,2.0408163265306123,0.0,59.18367346938776,65.30612244897961,90.6,1091.8367346938776,359.1836734693878,20.408163265306126,20.408163265306126,100.0,22.44897959183674,22.44897959183674,100.0,12.244897959183675,12.244897959183675,100.0,0.0,0.0,0.20408163265306115,0.0,2.0408163265306123,10.204081632653063,0.0,0.0,14.285714285714286,6.122448979591837,6.122448979591837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1254.0,2.0408163265306123,1.4562742024356008,0.0,1.0101722097214387,32.6530612244898,16.3265306122449,4.081632653061225,0.0,2.0408163265306123,1.4562742024356008,5.808931285021258,4.106499448570671,12000000
Ryan Manning,ie IRL,"DF,MF",Southampton,eng Premier League,28,1996,16.2,0.10669105319311081,0.06477671086724585,0.060966316110349035,0.03810394756896815,0.007620789513793629,0.053345526596555407,0.09907026367931718,53.8,0.04572473708276178,0.0762078951379363,0.04191434232586496,0.03429355281207133,0.06477671086724585,0.17146776406035666,0.1790885535741503,0.0,2.3586343545191286,3.059746989788143,77.1,39.475689681451,12.711476909007773,1.2078951379362906,1.3107757963725044,92.2,0.8878219783569579,1.0973936899862826,80.9,0.2095717116293248,0.4762993446121019,44.0,0.0038103947568968147,0.012193263222069803,0.010669105319311081,-0.008382868465172994,0.12955342173449166,0.1257430269775949,0.04572473708276178,0.030483158055174518,0.13336381649138854,0.19051973784484075,0.09525986892242036,0.08382868465172992,0.0,0.0038103947568968147,0.0038103947568968147,0.0038103947568968147,0.011431184270690445,0.0006858710562414259,0.0,0.007620789513793629,0.0,0.0,0.0038103947568968147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1495.0,0.0,0.001283277722120716,0.0038103947568968147,0.012846867169351895,0.030483158055174518,0.12955342173449166,0.007620789513793629,0.0,0.0,0.001283277722120716,0.019943101926070943,0.015236434510133555,2200000
