Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_challenges,Att_challenges,Tkl%_challenges,Lost_challenges,Blocks,Sh_blocked,Pass_blocked,Int,Tkl+Int,Clr,Err,Cmp,Att,Cmp%,TotDist,PrgDist,short_Cmp,short_Att,short_Cmp%,medium_Cmp,medium_Att,medium_Cmp%,long_Cmp,long_Att,long_Cmp%,Ast,xAG,xA_x,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,PassLive_SCA,PassDead_SCA,TO_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA,GCA90,PassLive_GCA,PassDead_GCA,TO_GCA,Sh_GCA,Fld_GCA,Def_GCA,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%_Pen,games,time,goals,xG,assists,xA_y,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,market_value_in_eur_y
Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,31,1993,25.3,17,12,4,6,7,8,15,53.3,7,14,1,13,4,21,33,0,441,694,63.5,6603,1417,239,332,72.0,156,253,61.7,23,44,52.3,3,3.3,2.6,-0.3,26,40,9,0,53,55,2.17,42,0,0,9,2,2,3,0.12,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,2257.0,3,4.961120470426977,3.0,4.690533764660358,52.0,27.0,4.0,0.0,3.0,4.961120470426977,10.245639266446233,3.2190974690020084,1000000
Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,30,1994,20.7,37,24,18,15,4,9,24,37.5,15,29,7,22,7,44,36,0,390,595,65.5,4821,957,242,334,72.5,101,154,65.6,7,15,46.7,4,2.9,1.7,+1.1,22,34,9,1,47,51,2.46,37,1,2,7,4,0,6,0.29,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1867.0,6,11.579248806461692,4.0,3.0513127334415917,35.0,21.0,3.0,0.0,6.0,10.821472128853202,14.530475705862044,2.679054254200309,3000000
Mason Holgate,jm JAM,"FW,DF",Everton,eng Premier League,27,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100.0,55,0,0,0,0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000
Benedict Hollerbach,de GER,"FW,MF",Union Berlin,de Bundesliga,23,2001,28.2,43,22,8,23,12,21,51,41.2,30,35,0,35,2,45,13,1,441,674,65.4,6054,1428,265,333,79.6,119,169,70.4,27,56,48.2,1,1.6,2.3,-0.6,26,24,22,3,68,79,2.80,49,1,12,10,6,1,7,0.25,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,2594.0,9,9.080473525449634,1.0,2.390376001596451,76.0,28.0,3.0,0.0,9.0,9.080473525449634,12.341620037332175,2.798220462165773,500000
Emil Holm,se SWE,DF,Bologna,it Serie A,24,2000,12.6,34,21,17,14,3,20,31,64.5,11,19,4,15,10,44,51,1,560,735,76.2,10735,3499,235,271,86.7,255,312,81.7,67,127,52.8,1,0.7,0.9,+0.3,10,47,14,8,49,28,2.22,22,2,2,1,1,0,2,0.16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1129.0,1,0.7301032273098826,1.0,1.009086690843105,10.0,10.0,3.0,0.0,1.0,0.7301032273098826,3.90553546603769,2.899813083000481,1850000
Lewis Holtby,de GER,MF,Holstein Kiel,de Bundesliga,33,1990,13.8,34,20,19,10,5,12,28,42.9,16,14,2,12,21,55,26,3,540,706,76.5,8993,2690,262,295,88.8,219,271,80.8,45,99,45.5,1,1.5,1.8,-0.5,21,29,5,1,47,37,2.69,19,13,0,1,3,1,3,0.22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,1155.0,0,0.8447289383038878,1.0,2.0110023748129606,7.0,20.0,1.0,1.0,0.0,0.8447289383038878,6.485551903955638,5.228207517415285,2750000
Gerrit Holtmann,ph PHI,"DF,FW",Bochum,de Bundesliga,29,1995,12.6,24,19,14,8,2,12,24,50.0,12,18,5,13,16,40,15,0,270,411,65.7,4724,1601,138,162,85.2,95,139,68.3,31,64,48.4,1,2.9,2.8,-1.9,20,16,25,16,33,43,3.40,34,1,2,4,0,2,3,0.24,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1075.0,2,1.6647159466519952,1.0,2.617210149765014,27.0,16.0,2.0,0.0,2.0,1.6647159466519952,5.927908807992935,2.304628198966384,1500000
Franck Honorat,fr FRA,FW,Gladbach,de Bundesliga,27,1996,16.0,17,7,10,4,3,2,8,25.0,6,9,1,8,5,22,28,1,409,606,67.5,6591,2419,218,258,84.5,131,196,66.8,45,101,44.6,7,5.3,4.9,+1.7,50,24,26,17,45,83,5.19,46,26,3,7,0,1,8,0.50,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1478.0,4,4.034103916957974,7.0,6.732902622781694,31.0,49.0,0.0,0.0,4.0,4.034103916957974,10.92656401731074,2.558129455894232,5000000
Mathias Honsak,at AUT,"FW,DF",Heidenheim,de Bundesliga,27,1996,13.1,15,8,10,5,0,10,23,43.5,13,19,4,15,10,25,31,0,324,462,70.1,5737,1580,147,189,77.8,139,182,76.4,34,65,52.3,1,1.6,1.9,-0.6,14,22,12,9,29,41,3.13,22,8,4,5,2,0,5,0.38,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,1164.0,5,2.7486824057996277,1.0,1.1526490207761526,29.0,13.0,1.0,0.0,5.0,2.7486824057996277,3.7166399881243706,1.514211192727089,600000
Timo Horn,de GER,GK,Bochum,de Bundesliga,31,1993,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,284,499,56.9,11052,9708,22,22,100.0,96,97,99.0,166,379,43.8,0,0.0,0.1,0.0,1,24,1,0,1,3,0.23,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,13,13,1170,22,1.69,54,32,59.3,3,3,7,3,23.1,1,0,0,1,0,13.0,1170.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2365495096892118,0.2365495096892118,3000000
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,23,2000,24.4,22,14,8,8,6,12,18,66.7,6,11,0,11,13,35,12,1,691,843,82.0,10242,2075,401,437,91.8,218,266,82.0,44,87,50.6,2,2.7,2.6,-0.7,44,38,33,11,71,94,3.86,74,3,10,3,4,0,11,0.45,7,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,2221.0,5,2.5114910937845707,2.0,2.9465562608093023,37.0,44.0,2.0,0.0,5.0,2.5114910937845707,11.848760638386011,8.000117145478725,25000000
Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,29,1995,23.4,66,36,20,33,13,28,62,45.2,34,31,14,17,22,88,28,3,737,970,76.0,11688,4132,373,424,88.0,288,349,82.5,48,129,37.2,3,3.1,2.6,-0.1,33,76,15,3,87,67,2.86,42,17,1,2,5,0,6,0.26,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,2160.0,0,0.9225301016122104,3.0,3.364077143371105,22.0,33.0,11.0,0.0,0.0,0.9225301016122104,9.026491666212678,7.883489057421684,8000000
Dean Huijsen,es ESP,DF,Bournemouth,eng Premier League,19,2005,27.0,36,26,19,16,1,18,29,62.1,11,40,29,11,51,87,198,4,1355,1625,83.4,27219,10928,449,500,89.8,712,781,91.2,181,304,59.5,2,2.0,1.6,0.0,15,180,7,2,132,43,1.59,40,1,0,1,1,0,3,0.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2403.0,3,1.5728872679173946,2.0,2.331902604550123,17.0,15.0,10.0,0.0,3.0,1.5728872679173946,11.550221702083943,10.0397496689111,10000000
Mats Hummels,de GER,DF,Roma,it Serie A,35,1988,10.2,30,15,16,14,0,11,18,61.1,7,12,4,8,26,56,43,0,389,437,89.0,7200,2611,140,149,94.0,219,234,93.6,27,41,65.9,0,0.1,0.1,-0.1,2,15,0,0,26,8,0.79,6,0,1,0,1,0,1,0.10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,925.0,0,0.6159650785848498,0.0,0.0773359723389148,8.0,2.0,1.0,0.0,0.0,0.6159650785848498,5.503668360412121,5.38141018897295,16500000
Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,eng Premier League,20,2003,28.7,32,13,14,10,8,13,48,27.1,35,27,2,25,11,43,15,1,690,885,78.0,10875,2022,353,399,88.5,283,339,83.5,38,73,52.1,2,3.5,2.5,-1.5,31,45,27,15,75,81,2.82,59,0,9,6,5,2,6,0.21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,2620.0,3,3.5237994957715277,2.0,3.373567247763276,45.0,31.0,5.0,0.0,3.0,3.5237994957715277,10.518985860049725,4.673843790777028,4500000
Elseid Hysaj,al ALB,DF,Lazio,it Serie A,30,1994,4.7,11,6,6,5,0,3,3,100.0,0,5,2,3,5,16,21,0,214,264,81.1,3839,922,98,110,89.1,90,108,83.3,25,34,73.5,3,1.6,1.1,+1.4,6,19,9,6,14,10,2.12,8,0,1,1,0,0,3,0.64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,413.0,0,0.0913472548127174,3.0,1.4991598725318909,2.0,6.0,0.0,1.0,0.0,0.0913472548127174,2.2431315034627914,1.7872814126312733,7500000
Oscar Højlund,dk DEN,MF,Eint Frankfurt,de Bundesliga,19,2005,8.0,21,12,8,9,4,8,16,50.0,8,15,7,8,5,26,11,1,359,408,88.0,5424,1631,194,205,94.6,137,156,87.8,13,22,59.1,0,1.1,0.3,-1.1,6,30,4,0,49,17,2.12,11,0,1,2,0,3,1,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,696.0,1,1.0715759545564651,0.0,0.9632676243782043,6.0,6.0,0.0,0.0,1.0,1.0715759545564651,4.587974041700363,2.675981115549803,400000
Rasmus Højlund,dk DEN,FW,Manchester Utd,eng Premier League,21,2003,22.3,3,1,0,2,1,0,5,0.0,5,6,0,6,2,5,6,0,251,336,74.7,2741,486,183,226,81.0,42,62,67.7,4,6,66.7,0,1.8,1.1,-1.8,16,14,5,1,18,34,1.53,22,0,3,5,4,0,1,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,2032.0,4,5.865164168179035,0.0,2.1415039356797934,32.0,16.0,2.0,0.0,4.0,5.865164168179035,8.606904566287994,2.4272238351404667,15000000
Pablo Ibáñez,es ESP,MF,Osasuna,es La Liga,25,1998,14.4,20,10,7,12,1,10,40,25.0,30,20,7,13,18,38,21,0,384,513,74.9,6247,1346,194,241,80.5,150,191,78.5,27,43,62.8,1,1.6,0.4,-0.6,6,35,4,2,51,20,1.39,14,0,1,1,3,1,4,0.28,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,1286.0,1,1.4140569819137454,1.0,1.2139921113848686,20.0,6.0,4.0,0.0,1.0,1.4140569819137454,4.217783071100712,1.8093481920659544,700000
